134,214,3
135,214,3
135,238,4
135,215,4
136,214,4
136,164,1498
136,238,4
136,215,4
136,143,1497
137,214,4
137,164,1498
137,238,4
137,215,4
137,143,1497
138,214,4
138,164,1499
138,238,8
138,143,1497
138,215,8
140,214,4
140,164,1499
140,238,8
140,143,1497
140,215,8
141,214,4
141,164,1499
141,238,9
141,143,1497
141,215,9
144,214,4
144,164,1499
144,238,9
144,143,1497
144,215,9
145,214,4
145,164,1492
145,238,9
145,143,1487
145,215,9
146,214,4
146,164,1498
146,238,9
146,143,1497
146,215,9
147,214,4
147,164,1491
147,238,9
147,143,1487
147,215,9
148,214,4
148,164,1491
148,238,9
148,143,1487
148,215,9
149,214,4
149,164,1487
149,238,9
149,143,1483
149,215,9
150,214,4
150,164,1487
150,238,9
150,143,1483
150,215,9
151,214,4
151,164,1487
151,238,9
151,143,1483
151,215,9
152,214,4
152,164,1487
152,238,9
152,143,1485
152,215,9
153,214,4
153,164,1485
153,238,9
153,143,1483
153,215,9
154,214,4
154,164,1485
154,238,9
154,143,1483
154,215,9
155,214,4
155,164,1485
155,238,9
155,143,1483
155,215,9
156,214,4
156,164,1485
156,238,9
156,143,1483
156,215,9
157,214,4
157,164,1485
157,238,9
157,143,1483
157,215,9
158,214,4
158,164,1485
158,238,9
158,143,1980
158,215,9
159,214,4
159,164,1485
159,238,9
159,143,1980
159,215,9
160,214,4
160,164,1976
160,238,9
160,143,1021
160,215,9
161,214,4
161,164,1976
161,238,9
161,143,1021
161,215,9
162,214,5
162,164,1975
162,238,9
162,143,1021
162,215,13
163,214,5
163,164,1965
163,238,9
163,143,1011
163,215,12
164,214,20
164,164,1965
164,238,9
164,143,1032
164,215,12
165,213,1
165,214,7
165,164,1965
165,238,9
165,143,15824
165,215,18
166,213,1
166,214,7
166,164,1965
166,238,9
166,143,31010
166,215,18
167,213,1
167,214,7
167,164,1965
167,238,9
167,143,31010
167,215,18
169,213,1
169,214,7
169,164,1965
169,238,9
169,143,31010
169,215,18
170,213,1
170,214,7
170,164,1963
170,238,9
170,143,31010
170,215,18
171,13,573
171,164,453
171,143,906
172,13,538
172,164,418
172,143,836
174,213,1
174,214,7
174,164,1963
174,238,9
174,143,31010
174,215,18
176,13,928
176,164,482
176,143,964
179,213,1
179,214,7
179,164,1963
179,238,9
179,143,31010
179,215,18
185,214,27
186,13,968
186,164,522
186,238,117
186,143,1044
188,213,1
188,214,7
188,164,1963
188,238,9
188,143,31010
188,215,18
193,214,29
193,206,9
196,213,1
196,214,7
196,164,1963
196,238,9
196,143,31010
196,215,18
201,213,1
201,214,7
201,164,1963
201,238,9
201,143,31010
201,215,18
203,213,1
203,214,7
203,164,1963
203,238,9
203,143,31010
203,215,18
205,214,34
205,206,10
211,214,27
215,329,1612
215,214,25
215,143,1612
219,213,1
219,214,7
219,164,1963
219,238,9
219,143,31010
219,215,18
221,214,39
221,206,11
222,214,44
222,206,12
223,213,1
223,214,7
223,164,1963
223,238,9
223,143,31010
223,215,18
225,213,1
225,214,7
225,164,1963
225,238,9
225,143,31010
225,215,18
227,213,1
227,214,8
227,164,1962
227,238,9
227,143,31008
227,215,19
237,214,27
239,214,12
240,13,187
240,214,12
241,13,187
241,214,12
242,13,205
242,214,12
243,13,236
243,214,12
244,13,257
244,214,12
245,13,402
245,214,12
246,13,1043
246,164,597
246,238,116
246,143,1194
247,13,1085
247,164,639
247,238,4736
247,143,1278
248,13,1120
248,164,674
248,238,4736
248,143,1348
249,13,1139
249,164,693
249,238,4736
249,143,1386
250,13,1288
250,164,825
250,238,4736
250,143,1667
255,164,2963
258,214,1
259,214,1
260,214,2
261,143,244
276,214,1
280,214,10
280,225,1
371,21,24
371,143,4
377,225,2
443,143,5464
446,214,3
449,214,9
450,22,1
450,214,63
452,22,1
452,214,63
453,214,7
455,214,2
456,214,19
457,204,11
457,124,2
457,214,288
457,225,39
457,309,1
457,143,12
458,204,28
458,124,2
458,214,294
458,225,39
458,309,1
458,143,12
459,204,13
459,214,21
463,225,1
464,213,15
464,214,2
465,124,1
465,214,9
466,124,2
466,214,174
467,204,91
467,214,103
468,214,15
470,213,15
470,214,4
471,225,1
472,214,3
473,214,35
474,214,1
475,244,9
475,238,7
475,225,18
475,216,8
475,264,18
475,14,401
475,235,8
475,267,17
475,12,28
475,214,101
475,243,3
475,266,8
475,139,3
475,20,99
475,283,3
475,143,341
477,26,1
477,213,4
477,214,2
477,215,16
478,26,1
478,213,4
478,214,2
478,215,16
479,26,1
479,213,4
479,214,2
479,215,16
482,214,1
484,204,79
484,214,29
484,143,171
487,214,6
487,215,4
489,264,7
489,267,7
489,164,168
489,225,14
489,309,168
490,214,51
490,12,9
490,164,86
490,225,297
490,143,33
491,264,124
491,267,124
491,214,19001
491,215,2790
491,143,10095
491,309,3
495,24,24
495,264,6
495,288,48
495,225,6
496,24,24
496,288,48
498,26,1
498,214,12
498,119,12
498,17,6
499,124,4
499,22,4
499,213,161
499,214,1521
499,143,302
500,204,4
500,22,4
500,124,4
500,214,420
500,143,3
502,105,1
502,204,40
502,100,1
502,30,2
502,12,21
502,119,2
502,214,973
502,120,2
502,164,58
502,143,3665
503,214,68
505,214,9
508,14,1
508,173,2
508,214,1
508,12,1
508,30,1
508,20,3
508,143,16
509,16,40
509,184,42
509,214,12
509,164,42
509,143,60
512,214,18
513,214,72
514,214,13
515,214,16
516,214,16
517,214,187
520,100,4
520,214,5
520,225,11
522,214,68
523,155,1584
524,264,269
524,267,2
524,119,2
524,214,1836
524,120,7
524,164,102
524,225,8
524,216,7
524,143,557
524,309,1
525,155,6
525,163,48
525,30,5
525,120,23
525,164,24
525,215,44
525,17,2
525,268,36
525,264,1
525,153,3
525,22,2
525,329,3
525,214,1935
525,119,23
525,12,47
525,20,2
525,143,2984
525,309,2
526,143,80
527,264,80
527,267,2
527,119,1
527,214,1793
527,120,9
527,164,102
527,225,2
527,216,7
527,143,533
528,264,80
528,267,2
528,119,1
528,214,1716
528,120,9
528,164,102
528,225,2
528,216,7
528,143,452
529,100,48
530,100,48
531,214,7
531,120,24
532,163,21
532,30,37
532,214,310
532,120,14
532,216,10
532,225,1
532,143,3
532,215,75
532,309,4
536,264,80
536,267,2
536,119,1
536,214,1743
536,120,9
536,164,102
536,225,2
536,216,7
536,143,452
537,264,80
537,267,2
537,119,1
537,214,1743
537,120,9
537,164,102
537,225,2
537,216,7
537,143,452
538,214,123
538,216,3
538,143,140
539,264,80
539,267,2
539,119,1
539,214,1716
539,120,9
539,164,102
539,225,2
539,216,7
539,143,452
540,214,124
540,216,3
540,143,120
541,214,8
542,264,80
542,267,2
542,119,1
542,214,1716
542,120,9
542,164,102
542,225,2
542,216,7
542,143,452
543,214,60
543,225,2
545,100,4
545,214,62
546,94,1
546,100,1
546,214,102
548,94,4
548,100,4
548,214,247
549,22,1
549,267,1
549,100,133
549,214,511
549,225,2
549,143,415
550,204,1
550,100,3
550,214,145
552,100,18
552,214,80
553,163,21
553,30,37
553,214,310
553,120,14
553,216,10
553,225,1
553,143,3
553,215,75
553,309,4
554,264,80
554,204,497
554,94,5
554,267,4
554,100,60
554,119,3
554,214,10953
554,120,9
554,164,102
554,225,4
554,216,18
554,143,1168
555,204,32
555,100,40
555,214,4738
556,100,40
556,214,1858
556,164,200
556,225,35
556,143,21124
557,264,60
557,267,1
557,119,1
557,214,1045
557,164,51
557,225,1
557,216,5
557,143,266
558,149,960
558,100,40
558,214,1855
558,164,206
558,225,37
558,143,21124
559,264,60
559,267,1
559,119,1
559,214,1045
559,164,51
559,225,1
559,216,5
559,143,267
561,264,60
561,267,1
561,119,1
561,214,1042
561,164,51
561,225,1
561,216,5
561,143,267
562,22,1
563,22,1
564,22,1
565,22,1
566,22,1
567,22,1
568,22,1
569,22,1
570,22,1
571,22,1
572,22,1
573,22,1
574,22,1
575,165,4
575,163,24
575,149,23
575,30,306
575,120,4
575,164,277
575,216,3
575,215,93
575,17,5
575,264,17
575,22,2
575,267,1
575,329,3
575,214,1153
575,12,27
575,119,24
575,20,5
575,143,3340
576,165,4
576,163,24
576,149,23
576,30,306
576,120,4
576,164,277
576,216,3
576,215,90
576,17,5
576,264,17
576,22,2
576,267,1
576,329,3
576,214,1153
576,12,27
576,119,24
576,20,5
576,143,3334
577,22,1
579,22,1
580,225,24
583,225,24
586,214,5
587,124,5
587,22,5
587,214,2720
587,143,405
591,214,5
592,22,4
592,124,4
592,214,1059
593,22,4
593,124,4
593,214,1057
594,22,4
594,124,4
594,214,1058
597,124,5
597,22,5
597,214,2777
597,143,405
600,124,5
600,22,5
600,214,2777
600,143,405
601,214,91
602,214,90
603,214,90
604,214,930
605,214,930
606,214,931
610,214,930
611,214,930
612,214,930
613,214,91
614,214,91
615,214,91
616,124,5
616,22,5
616,214,2814
616,143,405
621,124,5
621,22,5
621,214,2813
621,143,391
622,124,1
622,22,1
622,214,24
624,214,38
625,214,105
629,204,4
629,22,4
629,124,4
629,214,426
629,143,3
630,124,4
630,22,4
630,213,188
630,214,1631
630,143,302
631,214,2
632,264,23
632,155,5
632,94,6
632,149,54
632,267,8
632,119,1
632,214,1014
632,164,50
632,216,13
632,225,8
632,309,4
632,143,320
633,214,37
633,120,14
633,164,4
633,225,24
633,216,1
633,215,36
634,124,5
634,22,5
634,214,2725
634,143,404
635,214,24
635,215,38
636,214,24
636,215,38
637,214,24
637,225,32
637,215,38
638,214,11
642,264,23
642,155,5
642,94,6
642,149,54
642,267,8
642,119,2
642,214,1014
642,164,51
642,216,13
642,225,8
642,309,4
642,143,320
643,214,23
643,321,1
643,143,430
644,30,6
644,120,75
644,164,3
644,225,89
644,216,4
644,264,3
644,16,24
644,204,1
644,153,1
644,100,290
644,119,75
644,214,569
644,12,2
644,143,3164
644,309,1
645,30,6
645,120,75
645,164,3
645,225,79
645,216,5
645,264,28
645,16,24
645,204,1
645,153,1
645,100,291
645,119,75
645,214,621
645,12,2
645,309,1
645,143,3024
646,165,1
646,30,6
646,120,75
646,164,3
646,225,86
646,216,4
646,264,3
646,16,24
646,204,1
646,153,1
646,100,306
646,119,75
646,214,616
646,12,2
646,143,3140
646,309,1
647,214,23
647,321,1
647,143,430
648,214,23
648,321,1
648,143,430
649,214,23
649,321,1
649,143,430
650,264,1
650,155,4
650,149,88
650,267,1
650,119,2
650,30,1
650,214,254
650,225,1
650,216,3
650,309,3
650,143,331
651,214,19
652,264,1
652,155,4
652,149,88
652,267,1
652,119,2
652,30,1
652,214,254
652,225,1
652,216,3
652,309,3
652,143,331
653,214,23
653,321,1
653,143,430
656,264,3
656,155,4
656,149,155
656,267,2
656,100,5
656,119,4
656,30,3
656,214,521
656,225,1
656,216,3
656,309,3
656,143,643
657,214,38
657,143,1
658,264,92
658,153,3
658,149,37
658,267,1
658,119,2
658,30,1
658,214,686
658,225,2
658,143,605
663,264,61
663,153,16
663,149,37
663,267,1
663,119,4
663,30,1
663,214,750
663,225,20
663,309,6
663,143,604
664,264,61
664,153,16
664,149,37
664,267,1
664,119,4
664,30,1
664,214,751
664,225,1
664,309,6
664,143,604
665,105,1
665,204,40
665,100,1
665,30,2
665,12,21
665,119,2
665,214,1073
665,120,2
665,164,58
665,225,7
665,143,3758
666,264,61
666,153,16
666,149,37
666,267,1
666,119,4
666,30,1
666,214,752
666,225,20
666,309,6
666,143,604
667,264,61
667,153,16
667,149,37
667,267,1
667,119,4
667,30,1
667,214,752
667,225,20
667,309,6
667,143,604
670,264,61
670,153,16
670,149,37
670,267,1
670,119,4
670,30,1
670,214,752
670,225,20
670,309,6
670,143,604
671,264,61
671,153,16
671,149,37
671,267,1
671,119,4
671,30,1
671,214,752
671,225,20
671,309,6
671,143,699
673,264,73
673,153,16
673,149,37
673,267,2
673,119,4
673,30,1
673,214,750
673,225,1
673,309,6
673,143,746
674,264,73
674,153,16
674,149,37
674,267,2
674,119,4
674,30,1
674,214,750
674,225,1
674,309,6
674,143,746
676,264,73
676,153,16
676,149,37
676,267,2
676,119,4
676,30,1
676,214,750
676,225,1
676,309,6
676,143,756
677,264,73
677,153,16
677,149,37
677,267,2
677,119,4
677,30,1
677,214,750
677,225,1
677,309,6
677,143,756
678,264,73
678,153,16
678,149,37
678,267,2
678,119,4
678,30,1
678,214,750
678,225,1
678,309,6
678,143,756
679,264,61
679,153,16
679,149,37
679,267,1
679,119,4
679,30,1
679,214,750
679,225,22
679,309,6
679,143,607
682,264,73
682,153,16
682,149,37
682,267,2
682,119,4
682,30,1
682,214,750
682,225,1
682,309,6
682,143,787
684,264,61
684,153,16
684,149,37
684,267,1
684,119,4
684,30,1
684,214,751
684,225,1
684,309,6
684,143,694
686,264,61
686,153,16
686,149,37
686,267,1
686,119,4
686,30,1
686,214,751
686,225,22
686,309,6
686,143,607
687,264,61
687,153,16
687,149,37
687,267,1
687,119,4
687,30,1
687,214,751
687,225,1
687,309,6
687,143,694
689,264,61
689,153,16
689,149,37
689,267,1
689,30,1
689,119,4
689,214,770
689,225,22
689,309,6
689,143,606
690,105,1
690,204,40
690,100,1
690,30,2
690,12,21
690,119,2
690,214,1073
690,120,2
690,164,58
690,225,7
690,143,3758
691,264,61
691,153,16
691,149,38
691,267,1
691,30,1
691,119,7
691,214,807
691,225,22
691,309,6
691,143,626
692,264,61
692,153,16
692,149,38
692,267,1
692,30,1
692,119,7
692,214,807
692,225,22
692,309,6
692,143,631
693,264,17
693,204,4
693,213,162
693,214,133
693,164,12
693,143,145
695,149,38
695,94,2
695,30,1
695,225,22
695,264,61
695,22,1
695,153,16
695,267,1
695,100,9
695,214,918
695,119,11
695,143,691
695,309,6
696,105,1
696,204,40
696,100,1
696,30,2
696,12,21
696,119,2
696,214,1073
696,120,2
696,164,58
696,225,7
696,143,3758
697,26,1
697,119,1
697,214,312
697,216,1
697,143,22
698,149,38
698,94,2
698,30,1
698,225,22
698,264,61
698,22,1
698,153,16
698,267,1
698,100,9
698,214,924
698,119,11
698,143,691
698,309,6
699,214,3
700,214,19
701,264,61
701,153,16
701,149,37
701,267,1
701,119,4
701,30,1
701,214,758
701,225,17
701,309,6
701,143,604
702,22,1
702,214,161
702,216,11
703,264,61
703,153,16
703,22,1
703,149,37
703,267,1
703,100,5
703,119,4
703,30,1
703,214,758
703,225,17
703,309,6
703,143,668
704,22,1
705,264,61
705,153,16
705,149,37
705,267,1
705,119,4
705,30,1
705,214,753
705,225,1
705,309,6
705,143,694
706,214,22
706,143,14
707,264,61
707,153,16
707,22,1
707,149,37
707,267,1
707,100,5
707,119,4
707,30,1
707,214,758
707,225,17
707,309,6
707,143,668
708,264,5
708,267,5
708,225,240
709,264,61
709,153,16
709,149,37
709,267,2
709,100,5
709,119,5
709,30,1
709,214,900
709,225,18
709,309,6
709,143,668
710,22,1
712,225,878
713,264,61
713,153,16
713,22,1
713,149,37
713,267,2
713,100,4
713,119,4
713,30,1
713,214,756
713,225,18
713,309,4
713,143,668
714,105,1
714,204,40
714,100,1
714,30,2
714,12,21
714,119,2
714,214,1073
714,120,2
714,164,58
714,225,7
714,143,3758
715,264,61
715,153,16
715,149,37
715,267,1
715,119,4
715,30,1
715,214,751
715,225,1
715,309,6
715,143,605
716,214,409
717,214,30
717,143,14
718,22,1
719,225,3
720,225,3
721,225,4
722,100,48
723,225,4
725,214,16
726,225,4
727,225,4
728,264,80
728,267,2
728,119,1
728,214,1716
728,120,9
728,164,102
728,225,2
728,216,7
728,143,452
729,155,6
729,163,48
729,30,5
729,120,23
729,164,24
729,215,44
729,17,2
729,268,36
729,264,1
729,153,3
729,22,2
729,329,3
729,214,1935
729,119,23
729,12,47
729,20,2
729,143,2984
729,309,2
730,225,4
731,264,80
731,204,497
731,94,5
731,267,4
731,100,60
731,119,3
731,214,10953
731,120,9
731,164,102
731,225,4
731,216,18
731,143,1168
732,22,1
733,22,1
734,22,1
735,22,1
736,22,1
737,22,1
738,22,1
739,22,1
740,22,1
741,22,1
742,22,1
743,22,1
744,22,1
745,22,1
746,22,1
747,22,1
748,22,1
749,22,1
750,22,1
751,22,1
752,22,1
753,22,1
754,22,1
755,22,1
756,30,6
756,120,75
756,164,3
756,225,83
756,216,5
756,264,3
756,16,24
756,204,1
756,153,1
756,100,314
756,119,75
756,214,508
756,12,2
756,143,3077
756,309,1
757,22,1
758,22,1
759,22,1
760,264,2
760,94,23
760,12,1
760,214,468
760,164,58
760,143,484
761,22,1
762,22,1
763,22,1
767,22,1
768,22,1
769,22,1
770,22,1
771,214,90
773,225,349
774,214,66
774,12,6
774,164,86
774,225,297
774,143,44
775,264,7
775,267,7
775,164,168
775,225,14
775,309,168
776,235,102
776,214,68
776,143,101
777,158,1
777,267,32
777,164,31
777,215,992
777,143,373
778,264,124
778,267,124
778,214,17921
778,215,2790
778,143,9015
778,309,3
780,153,480
780,225,588
781,264,12
781,225,18
783,309,565
784,158,1
784,267,32
784,164,31
784,215,992
784,143,373
785,264,124
785,267,124
785,214,18137
785,215,2790
785,143,9231
785,309,3
786,264,12
786,225,18
787,264,7
787,267,7
787,225,14
787,309,168
788,214,224
788,225,1
788,143,185
789,214,224
789,225,1
789,143,185
791,214,239
791,225,9
791,143,185
792,14,168
792,214,5
792,164,168
792,143,432
792,309,456
793,214,33
794,158,1
794,267,32
794,164,31
794,215,992
794,143,373
795,164,86
795,225,279
797,214,60
797,225,235
798,214,40
798,225,145
801,264,25
801,214,120
801,225,545
802,264,57
802,153,135
802,12,1152
802,214,167
802,164,1791
803,264,288
803,153,152
803,26,3
803,214,3
803,30,1278
803,164,7130
803,20,1277
803,225,1012
803,143,2952
804,24,24
804,288,48
805,214,183
805,225,72
805,143,175131
807,26,2
807,214,11
808,14,168
808,214,5
808,164,168
808,143,432
808,309,456
809,26,3
809,214,178
809,225,170
810,27,36
810,143,103
811,165,442
811,214,169
811,225,241
811,309,1
811,143,637
812,264,25
812,214,120
812,225,545
813,264,32
813,158,2
813,26,2
813,27,43742
813,267,32
813,164,124
813,225,5
813,215,677
813,143,26170
814,264,232
814,225,714
815,158,1
815,267,32
815,164,31
815,215,992
815,143,373
816,26,1
817,214,4
818,214,4
819,214,223
819,225,1
819,143,185
821,204,1
821,216,1
822,214,4
822,225,4
822,143,309
823,120,1
824,214,4
824,225,4
824,143,309
826,214,6
827,214,6
828,214,6
829,214,6
831,214,140
833,214,168
834,214,168
836,214,196
838,214,210
839,214,224
840,214,2
842,214,238
843,214,1153
844,214,1185
845,214,144
846,214,224
847,214,304
848,214,384
849,214,424
850,214,464
851,214,583
852,214,503
853,214,663
854,214,702
855,214,758
856,214,798
857,214,640
858,214,971
859,214,1011
860,214,1051
862,214,177
863,214,177
864,214,358
865,214,273
866,214,637
867,214,823
868,214,916
869,214,1009
870,214,1101
871,214,1286
873,214,1472
875,225,1
879,214,22
897,214,142
898,214,142
899,214,142
900,214,142
901,214,142
902,214,143
903,214,142
904,214,2
905,214,145
906,214,145
907,165,19
907,214,2242
908,214,144
909,214,143
910,214,143
912,214,18
915,214,22
916,214,22
917,165,3
917,214,396
919,214,64
920,214,76
938,22,1
941,13,84
941,214,16
1013,238,1
1013,143,28
1014,214,1
1014,138,34
1014,143,32
1015,214,1
1015,138,34
1015,143,32
1019,26,28
1019,214,104
1019,12,67
1019,164,918
1019,225,33
1019,216,75
1019,215,18
1019,143,31
1020,26,23
1020,12,66
1020,214,6
1020,164,53
1020,216,8
1020,143,1
1021,26,1
1021,12,114
1021,164,109
1021,225,2
1021,143,18
1023,214,1
1024,214,2
1025,214,50
1031,26,1
1031,214,1
1031,164,4
1031,143,1576
1034,26,2
1034,214,27
1034,164,996
1035,26,2
1035,214,27
1035,164,996
1041,214,6
1042,214,6
1043,214,6
1044,214,6
1048,238,52
1052,214,6
1053,214,6
1054,214,6
1055,225,416
1056,153,9
1056,214,53
1056,164,20
1056,143,341
1057,26,5
1057,273,289
1057,332,1
1057,214,21
1057,30,2
1057,164,2
1057,20,2
1057,225,8
1057,143,1503
1059,214,16
1060,214,7
1063,214,4
1064,214,8
1064,225,9
1066,214,55
1066,139,45
1067,214,76
1069,214,56
1069,139,94
1070,214,1
1072,264,118
1072,214,260
1072,215,221
1072,309,187
1074,204,18
1074,214,42
1074,143,71
1075,204,18
1075,214,32
1076,214,5
1078,204,10
1078,214,6
1079,213,208
1079,143,65
1080,204,33
1080,22,6
1080,214,64
1082,213,208
1082,143,65
1083,204,33
1083,22,6
1083,214,64
1085,213,208
1085,143,65
1088,204,31
1088,214,166
1089,214,11
1091,213,208
1091,143,65
1092,213,208
1092,143,65
1093,214,9
1094,214,28
1095,213,208
1095,143,65
1096,214,1
1102,213,208
1102,143,65
1105,204,54
1105,214,148
1106,214,6
1107,214,5
1108,214,6
1109,214,6
1110,204,54
1110,214,148
1111,213,208
1111,143,65
1112,213,209
1112,214,1
1112,143,65
1113,213,209
1113,214,1
1113,143,65
1119,214,2
1120,204,18
1120,214,76
1121,204,20
1121,214,17
1122,213,204
1122,143,65
1123,214,2
1124,214,1
1125,214,5
1126,213,204
1126,143,65
1127,213,204
1127,143,65
1128,22,3
1128,214,12
1129,204,33
1129,214,192
1129,143,120
1130,204,18
1130,214,76
1131,204,18
1131,214,76
1133,213,204
1133,143,65
1134,322,81
1135,214,68
1137,22,1
1137,214,22
1138,214,17
1138,216,3
1139,204,54
1139,214,152
1140,214,2
1141,204,2
1141,214,1
1142,204,18
1142,214,76
1143,214,68
1144,204,1
1144,26,3
1144,214,150
1145,204,36
1145,214,122
1146,214,68
1147,213,94
1147,214,8
1147,143,30
1148,204,18
1148,214,78
1149,213,93
1149,214,10
1149,143,30
1150,214,18
1153,214,2
1154,214,68
1155,22,1
1155,214,24
1156,204,20
1156,214,62
1157,213,93
1157,214,10
1157,143,30
1158,214,6
1160,214,2
1164,204,17
1164,214,99
1165,214,34
1166,214,228
1168,204,48
1168,214,174
1170,213,64
1170,214,10
1170,143,30
1171,204,17
1171,214,177
1171,143,31
1173,214,25
1175,204,14
1175,214,180
1175,143,62
1176,213,130
1177,213,64
1177,214,10
1177,143,30
1178,213,30
1179,213,104
1180,264,81
1180,214,186
1180,215,221
1180,309,121
1181,214,2
1182,204,47
1182,214,169
1183,204,69
1183,214,136
1185,157,9
1185,204,171
1185,22,18
1185,214,150
1185,225,18
1185,143,360
1186,157,12
1186,204,228
1186,22,24
1186,214,174
1186,225,24
1186,143,480
1187,157,13
1187,204,247
1187,22,26
1187,214,182
1187,225,26
1187,143,520
1188,157,13
1188,204,247
1188,22,26
1188,214,182
1188,225,26
1188,143,520
1189,213,24
1190,213,20
1191,157,14
1191,204,266
1191,22,28
1191,214,190
1191,225,28
1191,143,560
1192,214,62
1192,215,651
1194,214,31
1195,214,2
1198,214,23
1200,264,160
1200,214,350
1200,215,207
1200,309,274
1205,214,2
1208,214,3
1210,264,152
1210,214,329
1210,215,217
1210,309,252
1212,214,67
1212,215,261
1213,214,62
1213,215,558
1215,264,152
1215,214,332
1215,215,207
1215,309,258
1216,264,151
1216,214,329
1216,215,216
1216,309,252
1217,214,68
1217,215,279
1218,214,67
1218,215,261
1219,214,67
1219,215,261
1220,214,54
1220,143,92
1221,214,77
1221,143,48
1227,214,5
1228,214,460
1228,225,3
1229,214,5
1230,214,93
1231,204,200
1231,214,117
1231,143,2
1233,22,15
1233,214,8
1234,22,15
1234,214,8
1235,22,15
1235,214,8
1236,143,181
1238,22,15
1238,214,8
1240,214,40
1243,214,424
1243,225,3
1244,214,5
1246,204,19
1246,143,19
1248,214,6
1249,214,1
1250,214,2
1251,214,2
1251,143,22
1252,214,2
1252,143,22
1253,214,1
1254,214,2
1254,143,22
1255,214,2
1255,143,22
1256,214,2
1256,143,22
1257,214,1
1258,214,2
1258,143,22
1259,214,424
1259,225,3
1260,214,2
1260,143,22
1261,214,2
1261,143,22
1263,214,4
1263,143,53
1264,214,4
1264,143,53
1265,214,5
1265,143,53
1266,214,5
1266,143,53
1267,214,5
1267,143,53
1268,214,6
1268,143,53
1269,214,6
1269,143,53
1270,204,31
1270,214,60
1270,225,1
1270,143,2
1271,214,6
1271,143,53
1273,214,6
1273,143,53
1274,214,1
1275,214,6
1275,143,53
1277,214,10
1277,143,83
1278,214,10
1278,143,83
1279,214,16
1281,214,10
1281,143,83
1282,214,10
1282,143,83
1283,214,10
1283,143,83
1284,214,10
1284,143,83
1285,214,10
1285,143,83
1286,214,10
1286,143,83
1287,214,10
1287,143,83
1288,214,9
1288,143,60
1289,214,14
1289,143,114
1292,214,14
1292,143,114
1293,214,14
1293,143,114
1295,204,39
1295,214,42
1297,214,18
1297,143,145
1301,214,166
1302,214,5
1303,214,18
1303,143,145
1307,214,3
1309,214,4
1310,214,2
1311,214,2
1312,214,4
1316,214,3
1317,214,6
1319,165,6
1319,214,125
1320,214,2
1327,204,196
1327,214,57
1328,204,992
1328,214,321
1328,164,430
1328,143,3632
1329,214,4
1330,214,2
1333,214,32
1334,214,19
1335,214,149
1342,204,52
1342,214,96
1342,216,4
1342,143,64
1344,204,992
1344,214,321
1344,164,430
